Sl_no,Type_of_course_Aggregate,Type_of_fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Cement_O.P.C_(Kg/m3),W/C_Ratio,Water_Content_(Kg/m3),7_day_str
0,Crushed,Natural,40,365,0.52,225,21.8
1,Crushed,Natural,40,365,0.52,225,26.3
2,Crushed,Natural,20,350,0.53,185,32.7
3,Natural,Natural,20,340,0.49,165,30.3
4,Natural,Natural,20,325,0.51,165,27
5,Natural,Natural,20,325,0.51,165,27
6,Crushed,Natural,20,340,0.56,190,31.8
7,Crushed,Natural,20,340,0.56,190,31.8
8,Crushed,Natural,20,370,0.5,185,37.8
9,Crushed,Natural,20,360,0.53,190,28.2
10,Crushed,Natural,20,330,0.5,205,33.2
11,Crushed,Natural,20,330,0.5,165,33.2
12,Crushed,Natural,20,350,0.54,190,31
13,Crushed,Natural,20,350,0.54,190,31
14,Crushed,Natural,20,345,0.55,190,33.9
15,Crushed,Natural,20,340,0.53,180,36.5
16,Crushed,Natural,20,340,0.53,180,36.5
17,Crushed,Natural,20,350,0.54,190,30.9
18,Natural,Natural,20,350,0.51,180,30.4
19,Natural,Natural,20,350,0.51,180,30.4
20,Crushed,Natural,20,350,0.57,200,19
21,Crushed,Natural,20,350,0.53,185,32.8
22,Crushed,Natural,20,350,0.5,180,33.1
23,Crushed,Natural,20,350,0.5,180,33.1
24,Crushed,Natural,20,380,0.5,190,29.1
25,Crushed,Natural,20,380,0.5,290,29.1
26,Crushed,Natural,20,380,0.5,190,29.1
27,Crushed,Natural,20,350,0.54,190,25.8
28,Crushed,Natural,20,350,0.54,190,25.8
29,Crushed,Natural,20,400,0.45,180,36.3
30,Crushed,Natural,20,400,0.45,180,36.3
31,Crushed,Natural,20,400,0.45,180,36.3
32,Crushed,Natural,20,350,0.53,185,28.5
33,Crushed,Natural,20,360,0.53,190,28.2
34,Crushed,Natural,20,350,0.6,210,28.3
35,Crushed,Natural,20,350,0.6,210,28.3
36,Crushed,Natural,20,350,0.6,210,27.8
37,Crushed,Natural,20,350,0.6,210,27.8
38,Crushed,Crushed,20,380,0.55,210,29.4
39,Crushed,Crushed,20,380,0.55,210,29.4
40,Natural,Natural,40,375,0.48,180,35.9
41,Natural,Natural,40,375,0.48,180,35.9
42,Natural,Natural,40,375,0.48,180,35.9
43,Crushed,Natural,20,365,0.53,195,30.2
44,Crushed,Natural,20,365,0.53,195,31.3
45,Crushed,Natural,40,365,0.53,195,31.3
46,Crushed,Natural,40,365,0.53,195,30.2
47,Crushed,Natural,20,400,0.45,180,33.9
48,Natural,Natural,20,350,0.5,175,29.8
49,Natural,Natural,20,350,0.5,175,29.8
50,Crushed,Crushed,40,340,0.56,190,36.7
51,Crushed,Crushed,40,340,0.56,190,32.5
52,Crushed,Crushed,40,340,0.56,190,36.7
53,Crushed,Crushed,40,340,0.56,190,32.5
54,Natural,Natural,20,380,0.5,190,25
55,Natural,Natural,20,380,0.5,190,25
56,Crushed,Natural,20,350,0.4,190,30.5
57,Natural,Natural,20,340,0.49,165,30.3
58,Crushed,Natural,20,365,0.47,170,32.8
59,Crushed,Natural,20,365,0.47,170,39.2
60,Crushed,Natural,20,365,0.47,170,39.8
61,Crushed,Natural,20,365,0.47,170,32.8
62,Natural,Natural,20,350,0.47,165,33.1
63,Natural,Natural,20,350,0.47,165,33.1
64,Natural,Natural,20,350,0.49,170,35.9
65,Crushed,Natural,20,350,0.56,195,26.3
66,Crushed,Natural,20,350,0.56,195,26.3
67,Crushed,Natural,20,350,0.5,175,32.8
68,Crushed,Natural,20,350,0.54,190,33.3
69,Crushed,Natural,20,350,0.5,175,32.8
70,Crushed,Natural,20,350,0.54,190,33.3
71,Natural,Natural,20,360,0.5,180,24.8
72,Natural,Natural,20,350,0.49,170,27.3
73,Natural,Natural,20,330,0.48,160,30.8
74,Natural,Natural,20,330,0.48,160,30.8
75,Crushed,Natural,20,350,0.53,185,35.2
76,Crushed,Natural,20,350,0.53,185,35.2
77,Natural,Natural,40,350,0.5,180,19.4
78,Natural,Natural,40,350,0.5,175,25.1
79,Natural,Natural,40,350,0.46,100,32.9
80,Natural,Natural,40,350,0.46,160,32.9
81,Natural,Natural,40,350,0.5,175,27.2
82,Natural,Natural,40,350,0.5,175,27.2
83,Natural,Natural,20,360,0.51,185,31.8
84,Natural,Natural,20,375,0.51,190,23.7
85,Natural,Natural,20,375,0.51,190,23.7
86,Crushed,Natural,40,375,0.52,195,27.8
87,Natural,Natural,20,330,0.5,165,33.1
88,Natural,Natural,20,340,0.5,170,31.4
89,Natural,Natural,20,340,0.5,170,31.4
90,Natural,Natural,20,350,0.53,185,26.3
91,Crushed,Natural,20,350,0.56,195,27.6
92,Natural,Natural,20,350,0.53,185,26.3
93,Crushed,Natural,20,350,0.56,195,27.6
94,Crushed,Natural,20,350,0.53,185,34.3
95,Crushed,Natural,20,350,0.53,185,34.3
96,Natural,Natural,40,350,0.48,168,24.7
97,Natural,Natural,20,310,0.51,160,27.3
98,Natural,Natural,20,310,0.51,160,27.3
99,Natural,Natural,20,350,0.5,175,27.6
100,Natural,Natural,20,350,0.5,175,27.6
101,Crushed,Natural,20,350,0.54,190,26.7
102,Natural,Natural,40,350,0.5,175,32.4
103,Natural,Natural,40,350,0.5,175,32.4
104,Natural,Natural,40,350,0.5,175,32.4
105,Natural,Natural,40,350,0.48,168,24.7
106,Crushed,Natural,20,350,0.54,190,31.6
107,Crushed,Natural,20,350,0.54,190,31.6
108,Natural,Natural,40,360,0.49,175,28
109,Crushed,Natural,20,365,0.53,210,26.5
110,Crushed,Natural,20,365,0.53,210,26.5
111,Natural,Natural,40,250,0.5,175,27.8
112,Natural,Natural,40,340,0.5,170,32.4
113,Natural,Natural,40,350,0.5,175,27.8
114,Natural,Natural,40,350,0.5,175,27.8
115,Natural,Natural,40,350,0.5,175,27.5
116,Natural,Natural,40,350,0.5,175,27.5
117,Natural,Natural,40,350,0.5,175,24.1
118,Natural,Natural,40,350,0.5,175,24.1
119,Crushed,Natural,20,400,0.46,185,37.4
120,Crushed,Natural,20,350,0.54,190,20.5
121,Natural,Natural,20,350,0.54,190,20.5
122,Crushed,Natural,20,350,0.54,190,20.5
123,Natural,Natural,20,350,0.49,170,33.9
124,Natural,Natural,20,350,0.49,170,33.9
125,Crushed,Natural,20,380,0.5,190,31.5
126,Crushed,Natural,40,380,0.5,190,31.5
127,Natural,Natural,40,325,0.49,160,25.6
128,Natural,Natural,40,325,0.49,160,25.6
129,Natural,Natural,20,350,0.47,165,31.2
130,Natural,Natural,20,350,0.47,165,31.2
131,Natural,Natural,40,360,0.51,185,24.9
132,Natural,Natural,40,360,0.51,185,24.9
133,Natural,Natural,20,335,0.5,165,24.7
134,Natural,Natural,20,335,0.5,165,24.7
135,Crushed,Natural,20,350,0.51,180,21.8
136,Crushed,Natural,20,350,0.51,180,21.8
137,Crushed,Natural,20,350,0.53,185,33.5
138,Crushed,Natural,20,350,0.53,185,34.6
139,Crushed,Natural,20,350,0.54,190,25.8
140,Crushed,Natural,20,345,0.55,190,33.9
141,Crushed,Natural,20,350,0.5,175,32.7
142,Crushed,Natural,20,350,0.5,175,32.7
143,Crushed,Natural,20,350,0.5,175,32.7
144,Crushed,Natural,20,350,0.53,185,21.9
145,Crushed,Natural,20,350,0.53,185,21.9
146,Crushed,Natural,20,350,0.5,170,18.2
147,Crushed,Natural,20,350,0.54,170,18.2
148,Crushed,Natural,20,350,0.51,180,31.8
149,Crushed,Natural,20,350,0.51,180,31.8
150,Crushed,Natural,20,350,0.52,180,36.9
151,Crushed,Natural,20,350,0.52,180,36.9
152,Crushed,Natural,20,350,0.48,185,33.2
153,Crushed,Natural,20,350,0.53,185,33.2
154,Crushed,Natural,20,350,0.54,190,27.1
155,Crushed,Natural,20,350,0.54,190,27.1
156,Crushed,Natural,20,350,0.49,185,23.4
157,Crushed,Natural,20,350,0.53,185,32.4
158,Natural,Natural,20,350,0.51,180,26.4
159,Natural,Natural,20,350,0.51,180,28.6
160,Natural,Natural,20,350,0.51,180,27.1
161,Natural,Natural,20,350,0.51,180,27.1
162,Crushed,Natural,40,350,0.54,190,21.9
163,Crushed,Natural,40,350,0.54,190,21.9
164,Natural,Natural,40,350,0.51,180,26.4
165,Natural,Natural,40,350,0.51,180,28.6
166,Natural,Natural,40,350,0.51,180,26.4
167,Natural,Natural,40,350,0.51,180,28.6
168,Natural,Natural,40,300,0.53,160,28.3
169,Natural,Natural,40,300,0.53,160,28.3
170,Natural,Natural,20,325,0.49,160,27.6
171,Crushed,Natural,20,350,0.51,180,35.5
172,Crushed,Natural,20,350,0.51,180,35.5
173,Crushed,Natural,20,350,0.54,190,24.8
174,Crushed,Natural,20,350,0.54,290,28.4
175,Crushed,Natural,20,350,0.54,190,28.4
176,Crushed,Natural,20,350,0.51,180,28.6
177,Crushed,Natural,20,350,0.51,180,28.6
178,Crushed,Natural,20,350,0.54,190,24.8
179,Natural,Natural,40,350,0.51,180,23.7
180,Natural,Natural,40,350,0.5,175,37.7
181,Natural,Natural,40,350,0.5,175,27.7
182,Natural,Natural,40,350,0.5,175,27.9
183,Natural,Natural,40,350,0.5,175,27.9
184,Crushed,Natural,20,375,0.55,205,29.1
185,Crushed,Natural,20,375,0.55,205,29.1
186,Natural,Natural,40,375,0.45,170,40.2
187,Natural,Natural,40,375,0.45,170,45.8
188,Natural,Natural,40,360,0.45,162,28.7
189,Natural,Natural,40,360,0.45,162,28.7
190,Natural,Natural,20,250,0.5,175,30
191,Natural,Natural,40,340,0.49,165,34.2
192,Natural,Natural,40,340,0.49,165,28.4
193,Natural,Natural,40,340,0.49,165,28.4
194,Natural,Natural,20,350,0.53,185,26.9
195,Natural,Natural,20,350,0.53,185,26.9
196,Natural,Natural,20,350,0.5,175,30
197,Natural,Natural,40,350,0.5,175,18.3
198,Natural,Natural,40,350,0.5,175,18.3
199,Natural,Natural,40,350,0.5,175,24.3
200,Natural,Natural,40,350,0.51,175,27.8
201,Natural,Natural,40,350,0.5,175,24.3
202,Natural,Natural,40,350,0.5,175,24.3
203,Natural,Natural,40,350,0.51,175,27.8
204,Natural,Natural,40,350,0.51,175,27.8
205,Natural,Natural,20,360,0.5,180,26.5
206,Natural,Natural,20,360,0.5,180,26.5
207,Natural,Natural,40,365,0.51,185,24.6
208,Natural,Natural,40,365,0.51,185,24.6
209,Natural,Natural,40,375,0.48,180,32.5
210,Crushed,Natural,20,335,0.52,185,34.1
211,Crushed,Natural,20,335,0.52,185,34.1
212,Crushed,Natural,20,335,0.52,185,34.1
213,Natural,Natural,20,350,0.51,180,20.8
214,Natural,Natural,20,350,0.51,180,20.8
215,Natural,Natural,20,350,0.51,180,20.8
216,Natural,Natural,20,350,0.51,180,12
217,Natural,Natural,20,350,0.51,180,21.1
218,Natural,Natural,20,350,0.51,180,21.1
219,Natural,Natural,40,350,0.51,180,26.3
220,Natural,Natural,20,360,0.49,175,26.3
221,Natural,Natural,20,360,0.51,185,31.3
222,Natural,Natural,20,360,0.51,185,31.3
223,Natural,Natural,20,325,0.51,165,31.4
224,Crushed,Natural,20,350,0.54,190,23.1
225,Crushed,Natural,20,350,0.54,190,23.1
226,Natural,Natural,20,350,0.51,165,31.4
227,Natural,Natural,20,350,0.49,170,32.2
228,Natural,Natural,40,350,0.5,175,27.6
229,Natural,Natural,40,350,0.5,175,27.6
230,Natural,Natural,40,350,0.5,175,29.4
231,Natural,Natural,40,325,0.49,160,30.8
232,Natural,Natural,40,325,0.49,160,26
233,Natural,Natural,40,325,0.49,160,26
234,Natural,Natural,40,320,0.5,160,27.6
235,Natural,Natural,40,320,0.5,160,27.6
236,Crushed,Natural,20,350,0.47,165,33.9
237,Crushed,Natural,20,350,0.47,165,27.8
238,Natural,Natural,20,350,0.48,165,27.8
239,Crushed,Natural,20,350,0.47,165,27.8
240,Natural,Natural,20,350,0.46,160,32.4
241,Natural,Natural,20,350,0.48,165,27.8
242,Natural,Natural,20,350,0.46,160,32.4
243,Natural,Natural,40,350,0.47,165,28.3
244,Natural,Natural,40,350,0.54,190,19.9
245,Natural,Natural,40,350,0.47,165,36.7
246,Natural,Natural,20,365,0.48,175,31.1
247,Natural,Natural,20,365,0.48,175,31.1
248,Crushed,Natural,20,375,0.51,190,24.9
249,Crushed,Natural,20,375,0.51,190,24.9
250,Natural,Natural,40,340,0.47,160,28
251,Natural,Natural,40,340,0.47,169,28
252,Crushed,Natural,20,350,0.54,190,34.6
253,Crushed,Natural,20,350,0.54,190,34.6
254,Natural,Natural,40,350,0.5,175,25.3
255,Natural,Natural,40,350,0.5,175,25.3
256,Crushed,Natural,20,365,0.53,195,25.1
257,Crushed,Natural,20,365,0.53,195,25.1
258,Natural,Natural,40,350,0.47,165,36.7
259,Natural,Natural,20,350,0.5,175,26.8
260,Natural,Natural,20,350,0.51,180,17.9
261,Natural,Natural,20,350,0.51,180,17.9
262,Natural,Natural,20,350,0.5,175,26.8
263,Natural,Natural,20,350,0.5,175,26.8
264,Crushed,Natural,20,350,0.53,184,29.1
265,Crushed,Natural,20,350,0.5,185,30.8
266,Natural,Natural,40,350,0.51,180,26.1
267,Natural,Natural,40,350,0.51,165,30
268,Natural,Natural,40,350,0.51,165,30
269,Crushed,Natural,40,350,0.51,100,19.4
270,Crushed,Natural,40,350,0.51,180,19.4
271,Natural,Natural,40,350,0.51,180,26.1
272,Natural,Natural,40,350,0.51,180,19.7
273,Natural,Natural,40,350,0.51,180,19.7
274,Natural,Natural,40,350,0.5,175,28.1
275,Natural,Natural,40,350,0.5,175,27.7
276,Natural,Natural,40,350,0.5,175,28.1
277,Natural,Natural,40,350,0.5,175,27.7
278,Natural,Natural,40,350,0.5,175,24.2
279,Natural,Natural,40,350,0.5,180,24.2
280,Crushed,Natural,40,350,0.53,185,29.4
281,Natural,Natural,40,360,0.5,180,24.3
282,Natural,Natural,40,360,0.5,180,24.3
283,Natural,Natural,40,350,0.51,153,30.8
284,Natural,Natural,40,350,0.44,153,37
285,Natural,Natural,40,350,0.44,153,37
286,Natural,Natural,40,350,0.44,153,30.8
287,Natural,Natural,20,340,0.49,165,32.6
288,Natural,Natural,20,340,0.49,190,32.6
289,Crushed,Natural,20,350,0.53,185,28.9
290,Crushed,Natural,20,350,0.53,185,28.9
291,Natural,Natural,20,350,0.49,170,27.7
292,Natural,Natural,20,350,0.49,170,27.7
293,Natural,Natural,20,350,0.49,170,32.6
294,Natural,Natural,20,350,0.49,170,32.6
295,Crushed,Natural,20,350,0.54,190,25.4
296,Crushed,Natural,20,350,0.54,190,25.4
297,Crushed,Natural,20,350,0.54,190,29
298,Crushed,Natural,20,350,0.54,190,29
299,Natural,Natural,20,350,0.5,175,32.9
300,Natural,Natural,20,350,0.5,175,32.9
301,Natural,Natural,40,350,0.49,170,26.9
302,Natural,Natural,40,350,0.49,170,26.9
303,Natural,Natural,40,350,0.51,180,25.3
304,Natural,Natural,40,350,0.51,180,25.3
305,Natural,Natural,40,350,0.51,180,25.3
306,Natural,Natural,40,350,0.5,175,24.4
307,Natural,Natural,40,350,0.5,175,24.4
308,Natural,Natural,40,360,0.51,180,23.5
309,Natural,Natural,40,360,0.51,180,23.5
310,Natural,Natural,40,325,0.49,160,31.5
311,Natural,Natural,40,325,0.49,160,23
312,Natural,Natural,40,325,0.49,160,23
313,Natural,Natural,40,325,0.49,160,31.5
314,Crushed,Natural,20,350,0.53,185,29.4
315,Crushed,Natural,20,350,0.53,185,32.3
316,Crushed,Natural,20,350,0.54,190,24.1
317,Crushed,Natural,20,350,0.54,190,24.1
318,Natural,Natural,20,350,0.46,160,25.9
319,Natural,Natural,20,350,0.46,160,25.9
320,Crushed,Natural,40,350,0.54,190,30.4
321,Crushed,Natural,40,350,0.54,190,30.4
322,Natural,Natural,40,350,0.5,175,31.4
323,Natural,Natural,40,350,0.5,175,31.4
324,Natural,Natural,40,350,0.5,175,23.6
325,Natural,Natural,40,350,0.5,175,23.6
326,Natural,Natural,40,350,0.5,175,22.1
327,Natural,Natural,40,350,0.5,175,22.1
328,Natural,Natural,40,350,0.5,175,24.4
329,Natural,Natural,40,360,0.5,180,28.1
330,Natural,Natural,40,360,0.5,180,28.1
331,Natural,Natural,40,365,0.49,180,24.4
332,Natural,Natural,40,365,0.49,180,24.4
333,Natural,Natural,20,350,0.51,180,20.7
334,Natural,Natural,20,350,0.51,180,20.7
335,Natural,Natural,20,350,0.51,180,25.7
336,Natural,Natural,20,350,0.49,170,29.5
337,Natural,Natural,20,350,0.49,170,29.5
338,Natural,Natural,40,350,0.51,180,20.1
339,Natural,Natural,40,350,0.51,180,25
340,Natural,Natural,40,350,0.51,180,19.7
341,Natural,Natural,40,350,0.51,180,15.6
342,Natural,Natural,40,350,0.51,180,15.9
343,Natural,Natural,40,350,0.51,180,15.9
344,Natural,Natural,40,350,0.51,180,19.7
345,Natural,Natural,40,350,0.51,180,15.6
346,Natural,Natural,40,350,0.51,180,15.6
347,Natural,Natural,40,350,0.51,180,23
348,Natural,Natural,40,350,0.51,180,23
349,Natural,Natural,40,350,0.51,180,23
350,Natural,Natural,40,350,0.51,180,25.7
351,Natural,Natural,40,350,0.51,180,22.2
352,Natural,Natural,40,350,0.51,180,22.8
353,Natural,Natural,40,350,0.51,180,22.8
354,Natural,Natural,40,350,0.51,180,22.2
355,Natural,Natural,40,350,0.5,175,19.9
356,Natural,Natural,40,350,0.5,175,19.9
357,Natural,Natural,40,220,0.5,165,31.4
358,Crushed,Natural,20,300,0.62,185,19
359,Natural,Natural,40,325,0.5,175,22.1
360,Natural,Natural,40,325,0.51,175,22.1
361,Natural,Natural,40,330,0.5,165,31.4
362,Natural,Natural,20,350,0.51,170,21.2
363,Natural,Natural,20,350,0.51,170,21.2
364,Natural,Natural,20,350,0.5,175,28.6
365,Natural,Natural,40,350,0.5,175,20.5
366,Natural,Natural,40,350,0.5,175,23
367,Natural,Natural,40,350,0.5,175,23
368,Natural,Natural,40,350,0.5,175,20.5
369,Natural,Natural,40,350,0.5,175,21.9
370,Natural,Natural,40,350,0.5,175,21.9
371,Natural,Natural,40,350,0.52,175,25
372,Natural,Natural,40,350,0.52,175,25
373,Natural,Natural,40,350,0.5,175,19.2
374,Natural,Natural,40,350,0.5,175,27
375,Natural,Natural,40,350,0.5,175,27
376,Natural,Natural,40,350,0.5,175,29.2
377,Natural,Natural,40,350,0.5,175,28.6
378,Natural,Natural,40,350,0.47,165,31.1
379,Natural,Natural,40,350,0.47,165,31.1
380,Natural,Natural,40,350,0.5,175,27.9
381,Natural,Natural,40,350,0.5,175,27.9
382,Natural,Natural,40,350,0.51,180,26.2
383,Natural,Natural,40,350,0.51,180,26.2
384,Natural,Natural,40,350,0.5,175,27.8
385,Natural,Natural,40,350,0.5,175,29.8
386,Natural,Natural,40,350,0.5,175,29.8
387,Natural,Natural,40,350,0.49,170,34.8
388,Natural,Natural,40,350,0.5,175,24
389,Natural,Natural,40,350,0.49,170,34.8
390,Natural,Natural,40,350,0.5,175,28.1
391,Natural,Natural,40,350,0.5,175,28.1
392,Natural,Natural,40,350,0.5,175,21.6
393,Natural,Natural,40,350,0.5,175,21.6
394,Natural,Natural,40,350,0.5,175,24
395,Natural,Natural,40,350,0.5,175,32.3
396,Natural,Natural,40,350,0.5,175,32.3
397,Natural,Natural,40,350,0.5,175,24
398,Natural,Natural,40,350,0.5,175,0
399,Natural,Natural,40,350,0.5,175,24.9
400,Natural,Natural,40,350,0.5,175,24.9
401,Crushed,Natural,40,350,0.54,190,32.8
402,Natural,Natural,40,360,0.5,175,21.6
403,Natural,Natural,40,375,0.48,180,26.2
404,Natural,Natural,40,375,0.48,180,26.2
405,Natural,Natural,20,350,0.51,180,25.1
406,Natural,Natural,20,350,0.51,180,25.1
407,Natural,Natural,20,320,0.52,165,32.7
408,Natural,Natural,20,320,0.52,165,0
409,Natural,Natural,20,320,0.52,165,32.6
410,Natural,Natural,40,325,0.5,160,37.3
411,Natural,Natural,40,325,0.5,160,37.3
412,Crushed,Natural,20,350,0.55,185,23.5
413,Crushed,Natural,20,350,0.55,185,23.5
414,Crushed,Natural,20,350,0.53,185,28.9
415,Crushed,Natural,20,350,0.53,185,28.9
416,Natural,Natural,20,350,0.5,175,32.5
417,Natural,Natural,20,350,0.5,175,32.5
418,Natural,Natural,40,350,0.47,165,28.7
419,Natural,Natural,40,350,0.47,165,26.5
420,Natural,Natural,40,350,0.47,165,26.5
421,Natural,Natural,40,350,0.47,165,28.7
422,Natural,Natural,40,350,0.49,170,26.6
423,Natural,Natural,40,350,0.49,170,26.6
424,Natural,Natural,40,350,0.49,170,22.4
425,Natural,Natural,40,350,0.49,170,22.4
426,Natural,Natural,40,350,0.5,175,19
427,Natural,Natural,40,350,0.49,170,25.3
428,Natural,Natural,40,365,0.49,180,23.4
429,Natural,Natural,40,365,0.49,180,23.4
430,Natural,Natural,20,340,0.5,170,32
431,Natural,Natural,20,340,0.5,170,32
432,Natural,Natural,20,350,0.54,190,24.2
433,Natural,Natural,20,350,0.54,190,24.2
434,Natural,Natural,40,350,0.5,175,31.5
435,Natural,Natural,40,350,0.5,175,38.5
436,Natural,Natural,40,325,0.52,107,27.6
437,Natural,Natural,40,325,0.52,170,27.6
438,Natural,Natural,40,350,0.51,180,20.5
439,Natural,Natural,40,350,0.51,180,20.5
440,Natural,Natural,40,350,0.51,180,15.7
441,Natural,Natural,40,350,0.51,180,23
442,Natural,Natural,40,350,0.52,180,27.4
443,Natural,Natural,40,350,0.51,180,24.2
444,Natural,Natural,40,350,0.51,180,27.4
445,Natural,Natural,40,350,0.5,175,23.1
446,Natural,Natural,40,360,0.5,175,25
447,Natural,Natural,40,380,0.5,175,25
448,Natural,Natural,40,330,0.48,160,32
449,Natural,Natural,40,330,0.48,160,32
450,Crushed,Natural,20,350,0.54,190,25.9
451,Crushed,Natural,20,350,0.54,190,32.5
452,Crushed,Natural,20,350,0.54,190,32.4
453,Crushed,Natural,20,350,0.54,190,31.1
454,Crushed,Natural,20,350,0.54,190,26.8
455,Crushed,Natural,20,350,0.54,190,25.9
456,Crushed,Natural,20,350,0.54,190,26.8
457,Crushed,Natural,20,350,0.54,190,31.1
458,Natural,Natural,40,325,0.5,160,18.7
459,Natural,Natural,40,325,0.5,160,38.7
460,Natural,Natural,20,340,0.5,170,26.3
461,Natural,Natural,20,340,0.5,170,26.3
462,Natural,Natural,20,340,0.5,170,28.1
