Sl_no,Type_of_course_Aggregate,Type_of_fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Cement_O.P.C_(Kg/m3),W/C_Ratio,Water_Content_(Kg/m3),7_day_str
1832,Crushed,Natural,40,370,0.46,170,29.6
1833,Crushed,Natural,40,360,0.46,165,29.4
1834,Crushed,Natural,40,360,0.46,165,33.7
1835,Crushed,Natural,40,375,0.51,190,33.4
1836,Crushed,Natural,40,360,0.46,165,29.4
1837,Crushed,Natural,40,375,0.51,190,33.4
1838,Crushed,Natural,40,365,0.44,160,33.7
1839,Crushed,Natural,40,370,0.46,170,29.6
1840,Crushed,Natural,40,400,0.4,180,28.7
1841,Crushed,Natural,40,365,0.44,160,33.7
1842,Crushed,Natural,40,365,0.44,160,38.4
1843,Crushed,Natural,40,400,0.45,180,28.7
1844,Crushed,Natural,40,365,0.44,160,35.2
1845,Crushed,Natural,40,365,0.44,160,38.4
1846,Crushed,Natural,40,375,0.45,170,35.6
1847,Crushed,Natural,40,360,0.44,160,30.6
1848,Crushed,Natural,40,375,0.44,165,32.2
1849,Crushed,Natural,40,360,0.45,160,33.1
1850,Crushed,Natural,40,360,0.46,165,27.4
1851,Crushed,Natural,40,375,0.44,165,32.2
1852,Crushed,Natural,40,360,0.45,160,33.1
1853,Crushed,Natural,40,360,0.46,165,27.4
1854,Crushed,Natural,40,360,0.44,160,30.6
1855,Crushed,Natural,40,380,0.44,165,38.1
1856,Crushed,Natural,40,340,0.47,160,31.5
1857,Crushed,Natural,40,375,0.44,165,31.7
1858,Crushed,Natural,40,380,0.44,165,38.1
1859,Crushed,Natural,40,365,0.47,165,34.6
1860,Crushed,Natural,40,350,0.47,165,34.6
1861,Crushed,Natural,40,375,0.48,180,34.2
1862,Crushed,Natural,40,375,0.45,170,35.3
1863,Crushed,Natural,40,375,0.43,160,29.2
1864,Crushed,Natural,40,375,0.43,160,28.8
1865,Crushed,Natural,40,350,0.47,165,35.6
1866,Crushed,Natural,40,365,0.45,165,30.2
1867,Crushed,Natural,40,375,0.45,170,31
1868,Crushed,Natural,40,365,0.45,165,30.2
1869,Crushed,Natural,40,375,0.44,165,30.4
1870,Crushed,Natural,40,375,0.44,165,30.4
1871,Crushed,Natural,40,350,0.46,160,33.5
1872,Crushed,Natural,40,350,0.46,160,33.5
1873,Crushed,Natural,40,360,0.47,170,41.8
1874,Crushed,Natural,40,360,0.47,170,41.8
1875,Crushed,Natural,40,375,0.45,170,35.2
1876,Crushed,Natural,40,375,0.45,190,36.9
1877,Crushed,Natural,40,375,0.44,165,36.7
1878,Crushed,Natural,40,375,0.44,165,36.7
1879,Crushed,Natural,40,375,0.45,170,35.1
1880,Crushed,Natural,40,375,0.45,170,35.1
1881,Crushed,Natural,40,365,0.48,175,26.1
1882,Crushed,Natural,40,365,0.48,175,26.1
1883,Crushed,Natural,40,375,0.48,180,26.1
1884,Crushed,Natural,40,350,0.48,168,39.1
1885,Crushed,Natural,40,350,0.48,168,34.1
1886,Crushed,Natural,40,350,0.48,168,37.9
1887,Crushed,Natural,40,365,0.47,170,23.3
1888,Crushed,Natural,40,375,0.48,180,26.1
1889,Crushed,Natural,40,350,0.48,168,39.1
1890,Crushed,Natural,40,350,0.48,168,34.1
1891,Crushed,Natural,40,375,0.46,165,29
1892,Crushed,Natural,40,375,0.44,165,27.7
1893,Crushed,Natural,40,350,0.48,168,37.9
1894,Crushed,Natural,40,365,0.47,170,23.3
1895,Crushed,Natural,40,375,0.48,165,23.3
1896,Crushed,Natural,40,375,0.46,165,29
1897,Crushed,Natural,40,375,0.44,165,27.7
1898,Crushed,Natural,40,375,0.48,165,23.3
1899,Crushed,Natural,40,375,0.47,175,40
1900,Crushed,Natural,40,375,0.47,175,40
1901,Crushed,Natural,40,375,0.49,185,33.3
1902,Crushed,Natural,40,375,0.49,185,33.3
1903,Crushed,Natural,40,400,0.45,180,39.4
1904,Crushed,Natural,40,375,0.45,170,28.4
1905,Crushed,Natural,40,400,0.45,180,39.4
1906,Crushed,Natural,40,375,0.45,170,23.1
1907,Crushed,Natural,40,375,0.45,170,28.4
1908,Crushed,Natural,40,375,0.45,170,23.1
1909,Crushed,Natural,40,355,0.48,170,35.3
1910,Crushed,Natural,40,350,0.47,165,35.6
1911,Crushed,Natural,40,375,0.45,170,35.6
1912,Crushed,Natural,40,385,0.47,180,39.2
1913,Crushed,Natural,40,360,0.46,165,33.7
1914,Crushed,Natural,40,375,0.43,160,29.2
1915,Crushed,Natural,40,375,0.43,160,28.8
1916,Crushed,Natural,40,340,0.47,160,31.5
1917,Crushed,Natural,40,400,0.48,190,33.3
1918,Crushed,Natural,40,360,0.45,165,39.9
1919,Crushed,Natural,40,350,0.47,165,25.5
1920,Crushed,Natural,40,375,0.45,170,35.2
1921,Crushed,Natural,40,375,0.45,170,31
1922,Crushed,Natural,40,375,0.45,190,33.7
1923,Crushed,Natural,40,375,0.47,180,36.1
1924,Crushed,Natural,40,350,0.46,160,38.9
1925,Crushed,Natural,40,400,0.45,180,36.6
1926,Crushed,Natural,40,375,0.45,170,35.3
1927,Crushed,Natural,40,350,0.46,160,32.4
1928,Crushed,Natural,40,375,0.49,185,35.7
1929,Crushed,Natural,40,350,0.48,168,38
1930,Crushed,Natural,40,375,0.44,165,26.7
1931,Crushed,Natural,40,375,0.48,180,30.3
1932,Crushed,Natural,40,360,0.45,165,39.3
1933,Crushed,Natural,40,350,0.46,160,38.9
1934,Crushed,Natural,40,350,0.47,165,25.5
1935,Crushed,Natural,40,360,0.46,165,25.8
1936,Crushed,Natural,40,350,0.46,160,32.4
1937,Crushed,Natural,20,350,0.46,160,33.6
1939,Crushed,Natural,20,400,0.45,180,34.5
1940,Crushed,Natural,20,385,0.48,215,22.3
1941,Crushed,Natural,20,315,0.49,165,32.7
1942,Crushed,Natural,20,400,0.45,180,41.4
1943,Crushed,Natural,20,375,0.49,185,34.9
1944,Crushed,Natural,20,370,0.51,190,35.9
1945,Crushed,Natural,20,300,0.48,145,35.5
1946,Crushed,Natural,20,300,0.48,145,34.7
1947,Crushed,Natural,20,325,0.48,157,35.4
1948,Crushed,Natural,20,375,0.51,190,25.6
1949,Crushed,Natural,20,365,0.45,165,37.4
1950,Crushed,Natural,20,365,0.45,165,37.4
1951,Crushed,Natural,20,340,0.47,160,37.3
1952,Crushed,Natural,20,375,0.51,190,29.1
1953,Crushed,Natural,20,340,0.47,160,37.3
1954,Crushed,Natural,20,340,0.47,160,25.9
1955,Crushed,Natural,20,375,0.48,175,27
1956,Crushed,Natural,20,400,0.45,180,35.7
1957,Crushed,Natural,20,400,0.45,180,30.3
1958,Crushed,Natural,20,400,0.45,180,35.7
1959,Crushed,Natural,20,375,0.48,180,21.9
1960,Crushed,Natural,20,375,0.51,190,24.2
1961,Crushed,Natural,20,375,0.41,190,25.6
1962,Crushed,Natural,20,375,0.51,190,24.6
1963,Crushed,Natural,20,400,0.45,180,30.3
1964,Crushed,Natural,20,375,0.6,225,21
1965,Crushed,Natural,20,375,0.49,185,24.8
1966,Crushed,Natural,20,375,0.48,180,24.8
1967,Crushed,Natural,20,400,0.46,185,25.5
1968,Crushed,Natural,20,375,0.51,190,24.6
1969,Crushed,Natural,20,410,0.44,180,42.6
1970,Crushed,Natural,20,410,0.44,180,42.6
1971,Crushed,Natural,20,365,0.52,190,37.9
1972,Crushed,Natural,20,400,0.48,190,39.2
1973,Crushed,Natural,20,365,0.52,190,37.9
1974,Crushed,Natural,20,365,0.52,190,37.9
1975,Crushed,Natural,20,400,0.44,175,25.9
1976,Crushed,Natural,20,400,0.48,190,39.2
1977,Crushed,Natural,20,375,0.48,180,27.9
1978,Crushed,Natural,20,385,0.47,180,25.9
1979,Crushed,Natural,20,375,0.48,180,27.2
1980,Crushed,Natural,20,370,0.46,170,35.3
1981,Crushed,Natural,20,375,0.47,175,24.5
1982,Crushed,Natural,20,380,0.46,175,28.8
1983,Crushed,Natural,20,375,0.51,190,31.4
1984,Crushed,Natural,20,375,0.51,190,36.3
1985,Crushed,Natural,20,375,0.48,180,36.5
1986,Crushed,Natural,20,375,0.51,190,38.1
1987,Crushed,Natural,20,360,0.49,185,37
1988,Crushed,Natural,20,375,0.53,200,24.5
1989,Crushed,Natural,20,375,0.51,190,41.9
1990,Crushed,Natural,20,400,0.45,180,39.5
1991,Crushed,Natural,20,400,0.45,180,39.5
1992,Crushed,Natural,20,400,0.45,180,39.5
1993,Crushed,Natural,20,375,0.51,190,38.1
1994,Crushed,Natural,20,360,0.49,185,37
1995,Crushed,Natural,20,375,0.49,185,27.4
1996,Crushed,Natural,20,375,0.49,185,28.1
1997,Crushed,Natural,20,370,0.52,190,25.9
1998,Crushed,Natural,20,370,0.52,190,25.9
1999,Crushed,Natural,20,400,0.54,215,26.3
2000,Crushed,Natural,20,375,0.51,190,30.7
2001,Crushed,Natural,20,375,0.48,180,37.2
2002,Crushed,Natural,20,375,0.49,185,24.7
2003,Crushed,Natural,20,365,0.52,190,31.1
2004,Crushed,Natural,20,365,0.48,175,25.8
2005,Crushed,Natural,20,370,0.46,170,33.4
2006,Crushed,Natural,20,365,0.52,190,31.1
2007,Crushed,Natural,20,370,0.46,170,35.3
2008,Crushed,Natural,20,450,0.33,150,37.1
2009,Crushed,Natural,20,400,0.42,168,29.6
2010,Crushed,Natural,20,400,0.47,190,0
2011,Crushed,Natural,20,400,0.47,190,38.2
2012,Crushed,Natural,20,400,0.47,190,38.2
2013,Crushed,Natural,20,365,0.52,190,29.6
2014,Crushed,Natural,20,400,0.47,190,38.2
2015,Crushed,Natural,20,365,0.52,190,29.6
2016,Crushed,Natural,20,365,0.46,170,32.9
2017,Crushed,Natural,20,400,0.4,160,30.2
2018,Crushed,Natural,20,400,0.4,160,30.2
2019,Crushed,Natural,20,360,0.46,165,40
2020,Crushed,Natural,20,400,0.45,180,34.6
2021,Crushed,Natural,20,350,0.47,165,28.3
2022,Crushed,Natural,20,375,0.49,185,30.5
2023,Crushed,Natural,20,375,0.51,190,33.7
2024,Crushed,Natural,20,365,0.49,180,39.8
2025,Crushed,Natural,20,400,0.45,180,34.6
2026,Crushed,Natural,20,350,0.47,165,28.3
2027,Crushed,Natural,20,375,0.51,190,28.1
2028,Crushed,Natural,20,410,0.51,210,31.6
2029,Crushed,Natural,20,400,0.45,180,33.1
2030,Crushed,Natural,20,365,0.45,165,33.8
2031,Crushed,Natural,20,365,0.49,180,39.8
2032,Crushed,Natural,20,365,0.47,170,32.9
2033,Crushed,Natural,20,400,0.45,180,33.1
2034,Crushed,Natural,20,365,0.44,160,33
2035,Crushed,Natural,20,360,0.51,185,33.9
2036,Crushed,Natural,20,390,0.51,215,30.7
2037,Crushed,Natural,20,375,0.51,190,31.9
2038,Crushed,Natural,20,385,0.51,195,32.8
2039,Crushed,Natural,20,365,0.44,160,33
2040,Crushed,Natural,20,375,0.51,190,34.9
2041,Crushed,Natural,20,360,0.46,165,32.2
2042,Crushed,Natural,20,360,0.5,180,34.7
2043,Crushed,Natural,20,375,0.49,185,45.9
2044,Crushed,Natural,20,360,0.5,180,42.3
2045,Crushed,Natural,20,360,0.5,180,31.1
2046,Crushed,Natural,20,350,0.46,160,33.6
2047,Crushed,Natural,20,360,0.46,165,36.8
2048,Crushed,Natural,20,360,0.46,165,34.1
2049,Crushed,Natural,20,360,0.5,180,34.7
2050,Crushed,Natural,20,360,0.5,180,42.3
2051,Crushed,Natural,20,360,0.5,180,31.1
2052,Crushed,Natural,20,365,0.51,185,35.4
2053,Crushed,Natural,20,380,0.45,180,34.4
2054,Crushed,Natural,20,375,0.51,190,26.8
2055,Crushed,Natural,20,375,0.51,190,26.8
2056,Crushed,Natural,20,375,0.47,175,26.8
2057,Crushed,Natural,20,375,0.46,172,34.6
2058,Crushed,Natural,20,370,0.51,190,35.9
2059,Crushed,Natural,20,375,0.51,190,26.8
2060,Crushed,Natural,20,375,0.49,185,28.3
2061,Crushed,Natural,20,375,0.49,185,28.3
2062,Crushed,Natural,20,375,0.49,185,33.1
2063,Crushed,Natural,20,375,0.49,185,38.7
2064,Crushed,Natural,20,375,0.49,185,28.3
2065,Crushed,Natural,20,375,0.49,185,38.7
2066,Crushed,Natural,20,400,0.54,215,39
2067,Crushed,Natural,20,400,0.54,215,31.2
2068,Crushed,Natural,20,385,0.49,190,34
2069,Crushed,Natural,20,375,0.49,185,45.9
2070,Crushed,Natural,20,375,0.44,190,32
2071,Crushed,Natural,20,375,0.44,165,32.4
2072,Crushed,Natural,20,370,0.5,185,35
2073,Crushed,Natural,20,375,0.48,185,44.2
2074,Crushed,Natural,20,360,0.46,170,41.2
2075,Crushed,Natural,20,365,0.45,165,35.4
2076,Crushed,Natural,20,370,0.5,185,35
2077,Crushed,Natural,20,375,0.48,180,29.8
2078,Crushed,Natural,20,375,0.48,180,29.8
2079,Crushed,Natural,20,375,0.49,185,41.1
2080,Crushed,Natural,20,375,0.49,185,36.3
2081,Crushed,Natural,20,375,0.49,185,33.4
2082,Crushed,Natural,20,365,0.44,160,27.7
2083,Crushed,Natural,20,375,0.48,185,44.2
2084,Crushed,Natural,20,360,0.46,170,41.2
2085,Crushed,Natural,20,375,0.49,185,36.3
2086,Crushed,Natural,20,375,0.49,185,41.1
2087,Crushed,Natural,20,375,0.45,170,38.6
2088,Crushed,Natural,20,375,0.45,170,38.6
2089,Crushed,Natural,20,365,0.44,160,27.7
2090,Crushed,Natural,20,365,0.45,165,35.4
2091,Crushed,Natural,20,365,0.45,165,35.4
2092,Crushed,Natural,20,365,0.51,185,30.7
2093,Crushed,Natural,20,400,0.51,205,37.8
2094,Crushed,Natural,20,365,0.51,185,27
2095,Crushed,Natural,20,350,0.46,160,34.1
2096,Crushed,Natural,20,365,0.49,180,35.9
2097,Crushed,Natural,20,365,0.49,180,35.9
2098,Crushed,Natural,20,375,0.49,185,30.7
2099,Crushed,Natural,20,400,0.54,215,31.2
2100,Crushed,Natural,20,350,0.46,160,34.1
2101,Crushed,Natural,20,375,0.48,180,33.6
2102,Crushed,Natural,20,375,0.48,180,34.2
2103,Crushed,Natural,20,375,0.49,185,38.3
2104,Crushed,Natural,20,365,0.51,185,36.8
2105,Crushed,Natural,20,350,0.47,165,31.1
2106,Crushed,Natural,20,375,0.53,200,28.3
2107,Crushed,Natural,20,410,0.51,210,31.6
2108,Crushed,Natural,20,375,0.48,180,33.6
2109,Crushed,Natural,20,365,0.47,170,33.2
2110,Crushed,Natural,20,375,0.49,185,30.5
2111,Crushed,Natural,20,375,0.51,190,35.9
2112,Crushed,Natural,20,375,0.51,190,35.9
2113,Crushed,Natural,20,375,0.51,190,35.9
2114,Crushed,Natural,20,365,0.52,185,36.8
2115,Crushed,Natural,20,365,0.52,190,35.2
2116,Crushed,Natural,20,375,0.45,170,36.1
2117,Crushed,Natural,20,365,0.52,185,36.8
2118,Crushed,Natural,20,375,0.48,180,37.6
2119,Crushed,Natural,20,365,0.52,190,35.2
2120,Crushed,Natural,20,410,0.51,210,31.6
2121,Crushed,Natural,20,385,0.52,200,32.8
2122,Crushed,Natural,20,375,0.48,180,36.5
2123,Crushed,Natural,20,375,0.5,185,39.2
2124,Crushed,Natural,20,370,0.46,170,38.2
2125,Crushed,Natural,20,375,0.5,185,33.5
2126,Crushed,Natural,20,370,0.46,170,35.7
2127,Crushed,Natural,20,375,0.48,180,37.6
2128,Crushed,Natural,20,365,0.48,175,31.3
2129,Crushed,Natural,20,365,0.45,165,32.1
2130,Crushed,Natural,20,390,0.51,215,30.7
2131,Crushed,Natural,20,365,0.51,185,36.8
2132,Crushed,Natural,20,350,0.47,165,31.3
2133,Crushed,Natural,20,385,0.51,195,32.8
2134,Crushed,Natural,20,375,0.48,180,33.5
2135,Crushed,Natural,20,350,0.46,160,28.1
2136,Crushed,Natural,20,360,0.46,165,33.5
2137,Crushed,Natural,20,380,0.47,180,0
2138,Crushed,Natural,20,380,0.45,180,0
2139,Crushed,Natural,20,375,0.48,190,30.2
2140,Crushed,Natural,20,400,0.45,180,33.9
2141,Crushed,Natural,20,380,0.45,180,27.7
2142,Crushed,Natural,20,400,0.44,175,0
2143,Crushed,Natural,20,350,0.46,160,31.4
2144,Crushed,Natural,20,400,0.44,175,31.4
2145,Crushed,Natural,20,360,0.46,165,33.5
2146,Crushed,Natural,20,375,0.51,190,28.1
2147,Crushed,Natural,20,375,0.49,185,28.1
2148,Crushed,Natural,20,400,0.44,175,31.4
2149,Crushed,Natural,20,365,0.51,185,36
2150,Crushed,Natural,20,370,0.51,190,37.1
2151,Crushed,Natural,20,370,0.51,185,38.5
2152,Crushed,Natural,20,370,0.51,190,37.6
2153,Crushed,Natural,20,370,0.51,190,37.6
2154,Crushed,Natural,20,375,0.48,190,30.7
2155,Crushed,Natural,20,375,0.51,190,34.9
2156,Crushed,Natural,20,375,0.48,190,30.7
2157,Crushed,Natural,20,375,0.51,190,33.7
2158,Crushed,Natural,20,375,0.49,185,33.1
2159,Crushed,Natural,20,375,0.51,190,34.1
2160,Crushed,Natural,20,375,0.51,190,29.1
2161,Crushed,Natural,20,365,0.51,185,28.9
2162,Crushed,Natural,20,380,0.5,190,37.9
2163,Crushed,Natural,20,365,0.51,185,28.9
2164,Crushed,Natural,20,375,0.51,190,31.9
2165,Crushed,Natural,20,375,0.49,185,30.5
2166,Crushed,Natural,20,400,0.44,175,28
2167,Crushed,Natural,20,380,0.5,190,29
2168,Crushed,Natural,20,375,0.43,160,34.9
2169,Crushed,Natural,20,400,0.44,175,28
2170,Crushed,Natural,20,400,0.42,160,35.7
2171,Crushed,Natural,20,375,0.49,185,32
2172,Crushed,Natural,20,375,0.49,185,32
2173,Crushed,Natural,20,375,0.47,175,24.1
2174,Crushed,Natural,20,375,0.44,190,32
2175,Crushed,Natural,20,350,0.48,168,36.1
2176,Crushed,Natural,20,350,0.48,180,32.8
2177,Crushed,Natural,20,375,0.48,180,23.4
2178,Crushed,Natural,20,350,0.48,168,36.1
2179,Crushed,Natural,20,375,0.48,180,23.4
2180,Crushed,Natural,20,350,0.48,180,32.8
2181,Crushed,Natural,20,375,0.48,165,29.4
2182,Crushed,Natural,20,350,0.47,165,42.1
2183,Crushed,Natural,20,400,0.45,170,34.6
2184,Crushed,Natural,20,400,0.45,170,34.5
2185,Crushed,Natural,20,375,0.48,180,33.2
2186,Crushed,Natural,20,375,0.48,180,32.2
2187,Crushed,Natural,20,350,0.47,165,42.1
2188,Crushed,Natural,20,375,0.48,165,29.4
2189,Crushed,Natural,20,375,0.51,190,30.5
2190,Crushed,Natural,20,400,0.51,205,37.8
2191,Crushed,Natural,20,375,0.48,180,33.2
2192,Crushed,Natural,20,400,0.45,170,34.6
2193,Crushed,Natural,20,375,0.48,180,32.2
2194,Crushed,Natural,20,400,0.45,170,34.5
2195,Crushed,Natural,20,375,0.51,190,30.5
2196,Crushed,Natural,20,375,0.48,180,40.9
2197,Crushed,Natural,20,375,0.49,185,26.8
2198,Crushed,Natural,20,350,0.47,165,34.3
2199,Crushed,Natural,20,375,0.48,180,40.9
2200,Crushed,Natural,20,375,0.49,185,26.8
2201,Crushed,Natural,20,360,0.47,170,37.8
2202,Crushed,Natural,20,350,0.47,165,34.3
2203,Crushed,Natural,20,375,0.51,190,20.7
2204,Crushed,Natural,20,375,0.51,190,22.2
2205,Crushed,Natural,20,400,0.51,205,36.8
2206,Crushed,Natural,20,400,0.54,215,39
2207,Crushed,Natural,20,375,0.51,190,20.7
2208,Crushed,Natural,20,375,0.51,190,22.2
2209,Crushed,Natural,20,375,0.43,160,34.9
2210,Crushed,Natural,20,375,0.48,180,27.3
2211,Crushed,Natural,20,375,0.49,185,25.1
2212,Crushed,Natural,20,375,0.48,180,27.3
2213,Crushed,Natural,20,385,0.47,180,29.4
2214,Crushed,Natural,20,375,0.49,185,29.4
2215,Crushed,Natural,20,360,0.47,170,37.8
2216,Crushed,Natural,20,375,0.49,185,38.6
2217,Crushed,Natural,20,375,0.49,185,38.6
2218,Crushed,Natural,20,375,0.49,185,32.3
2219,Crushed,Natural,20,375,0.49,185,25.1
2220,Crushed,Natural,20,375,0.43,160,34.9
2221,Crushed,Natural,20,375,0.49,185,29.5
2222,Crushed,Natural,20,375,0.47,190,34.2
2223,Crushed,Natural,20,375,0.49,185,29.5
2224,Crushed,Natural,20,400,0.51,205,36.8
2225,Crushed,Natural,20,365,0.48,175,25.8
2226,Crushed,Natural,20,375,0.47,190,34.2
2227,Crushed,Natural,20,380,0.42,160,36.6
2228,Crushed,Natural,20,400,0.42,185,36.4
2229,Crushed,Natural,20,400,0.54,215,26.3
2230,Crushed,Natural,20,385,0.51,195,24.8
2231,Crushed,Natural,20,385,0.49,190,34
2232,Crushed,Natural,20,375,0.51,190,25.6
2233,Crushed,Natural,20,375,0.48,180,37.2
2234,Crushed,Natural,20,375,0.51,190,25.6
2235,Crushed,Natural,20,375,0.46,172,34.6
2236,Crushed,Natural,20,360,0.46,165,0
2237,Crushed,Natural,20,400,0.44,175,25.9
2238,Crushed,Natural,20,375,0.51,190,24.6
2239,Crushed,Natural,20,365,0.48,175,31.3
2240,Crushed,Natural,20,365,0.47,170,33.2
2241,Crushed,Natural,20,375,0.51,190,45.9
2242,Crushed,Natural,20,375,0.48,175,27
2243,Crushed,Natural,20,375,0.49,185,24.7
2244,Crushed,Natural,20,400,0.42,168,29.6
2245,Crushed,Natural,20,375,0.51,190,24.2
2246,Crushed,Natural,20,365,0.45,165,32.1
2247,Crushed,Natural,20,410,0.46,190,36.9
2248,Crushed,Natural,20,365,0.47,170,34.8
2249,Crushed,Natural,20,375,0.51,190,21.4
2250,Crushed,Natural,20,360,0.46,165,40
2251,Crushed,Natural,20,375,0.51,190,20.4
2252,Crushed,Natural,20,400,0.44,175,29.9
2253,Crushed,Natural,20,450,0.33,150,37.1
2254,Crushed,Natural,20,400,0.44,175,29.9
2255,Crushed,Natural,20,375,0.47,175,34
2256,Crushed,Natural,20,375,0.49,185,28.3
2257,Crushed,Natural,20,375,0.6,225,21
2258,Crushed,Natural,20,375,0.48,180,27.2
2259,Crushed,Natural,20,375,0.48,180,27.9
2260,Crushed,Natural,20,375,0.51,190,36.3
2261,Crushed,Natural,20,375,0.44,165,34.1
2262,Crushed,Natural,20,375,0.51,190,24.6
2263,Crushed,Natural,20,375,0.49,185,38.3
2264,Crushed,Natural,20,375,0.51,190,27.6
2265,Crushed,Natural,20,375,0.48,180,33.5
2266,Crushed,Natural,20,375,0.49,185,24.8
2267,Crushed,Natural,20,385,0.47,180,39.2
2268,Crushed,Natural,20,375,0.45,170,36.1
2269,Crushed,Natural,20,375,0.51,190,41.9
2270,Crushed,Natural,20,400,0.45,180,39.5
2271,Crushed,Natural,20,375,0.48,180,21.9
2272,Crushed,Natural,20,360,0.46,165,32.2
2273,Crushed,Natural,20,375,0.51,190,24.6
2274,Crushed,Natural,20,375,0.48,180,26.2
2275,Crushed,Natural,20,375,0.51,190,26.9
2276,Crushed,Natural,20,375,0.51,190,24.5
2277,Crushed,Natural,20,385,0.48,215,22.3
2278,Crushed,Natural,20,375,0.52,195,41
2279,Crushed,Natural,20,365,0.47,170,34.8
2280,Crushed,Natural,20,375,0.48,180,24.8
2281,Crushed,Natural,20,375,0.45,170,34.7
2282,Crushed,Natural,20,365,0.51,185,35.4
2283,Crushed,Natural,20,385,0.47,180,25.9
2284,Crushed,Natural,20,340,0.47,160,25.9